InvestigationID,ClaimID,Investigator,InvestigationStatus,FraudType,FraudConfirmed
FRD600322,CLM907190,K. Joseph (SIU),Closed,Provider Collusion,Not Confirmed
FRD600323,CLM907214,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD600324,CLM907250,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600325,CLM907256,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD600326,CLM907269,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD600327,CLM907296,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD600328,CLM907306,R. Menon (SIU),Ongoing,Provider Collusion,Under Review
FRD600329,CLM907355,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600330,CLM907356,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD600331,CLM907358,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD600332,CLM907400,P. Acharya (SIU),Closed,Fictitious Policy,Not Confirmed
FRD600333,CLM907429,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600334,CLM907540,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600335,CLM907546,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD600336,CLM907585,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600337,CLM907616,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600338,CLM907653,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600339,CLM907680,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD600340,CLM907692,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD600341,CLM907740,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD600342,CLM907743,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD600343,CLM907808,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD600344,CLM907843,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600345,CLM907965,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600346,CLM907996,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600347,CLM908023,S. Bhalla (SIU),Closed,Staged Accident,Not Confirmed
FRD600348,CLM908027,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD600349,CLM908032,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600350,CLM908033,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD600351,CLM908076,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600352,CLM908112,K. Joseph (SIU),Closed,Identity Theft,Confirmed
FRD600353,CLM908120,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600354,CLM908194,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD600355,CLM908220,P. Acharya (SIU),Ongoing,Identity Theft,Under Review
FRD600356,CLM908221,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD600357,CLM908245,M. Srinivasan (SIU),Ongoing,False Death Claim,Under Review
FRD600358,CLM908325,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD600359,CLM908334,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD600360,CLM908363,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600361,CLM908415,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD600362,CLM908514,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600363,CLM908535,S. Bhalla (SIU),Ongoing,Identity Theft,Under Review
FRD600364,CLM908549,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600365,CLM908565,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD600366,CLM908570,P. Acharya (SIU),Ongoing,Identity Theft,Under Review
FRD600367,CLM908572,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600368,CLM908612,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600369,CLM908635,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD600370,CLM908643,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600371,CLM908649,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD600372,CLM908661,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD600373,CLM908664,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD600374,CLM908710,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD600375,CLM908722,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD600376,CLM908746,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600377,CLM908761,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD600378,CLM908833,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD600379,CLM908841,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD600380,CLM908940,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600381,CLM908971,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD600382,CLM909022,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD600383,CLM909047,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600384,CLM909048,N. Kohli (SIU),Closed,Fictitious Policy,Confirmed
FRD600385,CLM909062,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD600386,CLM909075,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600387,CLM909128,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD600388,CLM909154,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD600389,CLM909182,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600390,CLM909193,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD600391,CLM909218,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600392,CLM909231,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600393,CLM909262,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD600394,CLM909349,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD600395,CLM909361,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD600396,CLM909372,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600397,CLM909387,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD600398,CLM909407,D. Pillai (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600399,CLM909427,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD600400,CLM909431,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD600401,CLM909448,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD600402,CLM909457,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD600403,CLM909492,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD600404,CLM909497,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD600405,CLM909503,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD600406,CLM909504,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD600407,CLM909546,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD600408,CLM909551,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD600409,CLM909677,R. Menon (SIU),Ongoing,Provider Collusion,Under Review
FRD600410,CLM909681,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD600411,CLM909702,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD600412,CLM909710,P. Acharya (SIU),Ongoing,Fictitious Policy,Under Review
FRD600413,CLM909713,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD600414,CLM909716,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600415,CLM909754,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD600416,CLM909781,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD600417,CLM909789,K. Joseph (SIU),Ongoing,False Death Claim,Under Review
FRD600418,CLM909815,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD600419,CLM909829,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD600420,CLM909851,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD600421,CLM909898,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD600422,CLM909949,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600423,CLM909953,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD600424,CLM909967,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600425,CLM909970,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600426,CLM910020,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD600427,CLM910030,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600428,CLM910046,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD600429,CLM910056,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600430,CLM910121,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600431,CLM910127,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600432,CLM910130,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD600433,CLM910156,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600434,CLM910160,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD600435,CLM910174,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD600436,CLM910188,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD600437,CLM910194,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD600438,CLM910221,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD600439,CLM910233,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600440,CLM910236,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD600441,CLM910267,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600442,CLM910277,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD600443,CLM910305,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600444,CLM910314,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600445,CLM910340,D. Pillai (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600446,CLM910362,D. Pillai (SIU),Ongoing,Fictitious Policy,Under Review
FRD600447,CLM910420,M. Srinivasan (SIU),Closed,False Death Claim,Not Confirmed
FRD600448,CLM910428,S. Bhalla (SIU),Closed,Identity Theft,Not Confirmed
FRD600449,CLM910450,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600450,CLM910473,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD600451,CLM910483,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD600452,CLM910486,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD600453,CLM910504,A. Verma (SIU),Closed,False Death Claim,Confirmed
FRD600454,CLM910564,N. Kohli (SIU),Ongoing,Identity Theft,Under Review
FRD600455,CLM910649,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD600456,CLM910668,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600457,CLM910685,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD600458,CLM910688,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600459,CLM910710,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD600460,CLM910723,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600461,CLM910759,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600462,CLM910787,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD600463,CLM910790,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD600464,CLM910811,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD600465,CLM910813,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600466,CLM910865,K. Joseph (SIU),Closed,Provider Collusion,Not Confirmed
FRD600467,CLM910943,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD600468,CLM910988,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600469,CLM910989,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600470,CLM910994,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD600471,CLM911008,A. Verma (SIU),Ongoing,Fictitious Policy,Under Review
FRD600472,CLM911023,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD600473,CLM911036,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600474,CLM911040,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD600475,CLM911094,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600476,CLM911148,K. Joseph (SIU),Closed,Fictitious Policy,Confirmed
FRD600477,CLM911164,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD600478,CLM911206,M. Srinivasan (SIU),Ongoing,False Death Claim,Under Review
FRD600479,CLM911261,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD600480,CLM911269,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600481,CLM911358,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600482,CLM911361,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD600483,CLM911408,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600484,CLM911420,M. Srinivasan (SIU),Closed,False Death Claim,Not Confirmed
FRD600485,CLM911422,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600486,CLM911438,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600487,CLM911455,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600488,CLM911481,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD600489,CLM911519,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD600490,CLM911542,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600491,CLM911554,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD600492,CLM911569,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600493,CLM911588,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD600494,CLM911632,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600495,CLM911652,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600496,CLM911671,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD600497,CLM911678,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600498,CLM911778,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD600499,CLM911809,A. Verma (SIU),Ongoing,Identity Theft,Under Review
FRD600500,CLM911817,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD600501,CLM911828,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD600502,CLM911829,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600503,CLM911862,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600504,CLM911886,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD600505,CLM911900,M. Srinivasan (SIU),Closed,False Death Claim,Not Confirmed
FRD600506,CLM911932,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD600507,CLM911947,K. Joseph (SIU),Closed,Fictitious Policy,Not Confirmed
FRD600508,CLM911955,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD600509,CLM911963,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600510,CLM911974,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600511,CLM911988,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD600512,CLM911996,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD600513,CLM912004,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD600514,CLM912040,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD600515,CLM912080,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD600516,CLM912086,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600517,CLM912135,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600518,CLM912183,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600519,CLM912189,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD600520,CLM912215,D. Pillai (SIU),Closed,Provider Collusion,Not Confirmed
FRD600521,CLM912257,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600522,CLM912268,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD600523,CLM912343,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600524,CLM912360,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD600525,CLM912364,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600526,CLM912369,N. Kohli (SIU),Closed,False Death Claim,Confirmed
FRD600527,CLM912391,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600528,CLM912403,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600529,CLM912417,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD600530,CLM912458,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD600531,CLM912468,A. Verma (SIU),Closed,Identity Theft,Not Confirmed
FRD600532,CLM912487,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD600533,CLM912493,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600534,CLM912495,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD600535,CLM912503,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600536,CLM912509,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD600537,CLM912532,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD600538,CLM912536,K. Joseph (SIU),Closed,Fictitious Policy,Confirmed
FRD600539,CLM912558,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD600540,CLM912573,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600541,CLM912578,R. Menon (SIU),Closed,Fictitious Policy,Not Confirmed
FRD600542,CLM912584,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD600543,CLM912593,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600544,CLM912616,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD600545,CLM912658,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600546,CLM912709,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD600547,CLM912723,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD600548,CLM912740,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600549,CLM912774,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD600550,CLM912791,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD600551,CLM912821,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD600552,CLM912907,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD600553,CLM912911,N. Kohli (SIU),Closed,False Death Claim,Not Confirmed
FRD600554,CLM912935,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600555,CLM912959,K. Joseph (SIU),Closed,Fictitious Policy,Confirmed
FRD600556,CLM912960,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD600557,CLM912976,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600558,CLM913036,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600559,CLM913061,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD600560,CLM913101,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600561,CLM913142,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600562,CLM913181,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD600563,CLM913199,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD600564,CLM913239,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600565,CLM913255,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600566,CLM913256,K. Joseph (SIU),Closed,Identity Theft,Not Confirmed
FRD600567,CLM913276,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600568,CLM913279,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600569,CLM913296,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD600570,CLM913302,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD600571,CLM913304,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600572,CLM913467,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD600573,CLM913509,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600574,CLM913541,A. Verma (SIU),Ongoing,Provider Collusion,Under Review
FRD600575,CLM913546,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD600576,CLM913572,R. Menon (SIU),Closed,False Death Claim,Not Confirmed
FRD600577,CLM913586,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD600578,CLM913671,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD600579,CLM913705,S. Bhalla (SIU),Ongoing,Fictitious Policy,Under Review
FRD600580,CLM913714,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD600581,CLM913740,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD600582,CLM913766,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD600583,CLM913783,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD600584,CLM913843,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD600585,CLM913865,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD600586,CLM913874,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD600587,CLM913889,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600588,CLM913896,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD600589,CLM913926,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD600590,CLM913972,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600591,CLM913986,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD600592,CLM913987,S. Bhalla (SIU),Closed,False Death Claim,Confirmed
FRD600593,CLM914017,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
